chr	start	end	name	score	tissue
chr10	88097050	88097966	Peak_23507	355	gastrocnemius medialis
chr10	88097050	88097966	Peak_35500	197	gastrocnemius medialis
chr10	88097050	88097966	Peak_65855	81	gastrocnemius medialis
chr10	88107864	88108656	Peak_31659	233	gastrocnemius medialis
chr10	88107864	88108656	Peak_86164	60	gastrocnemius medialis
chr10	88107864	88108656	Peak_99071	53	gastrocnemius medialis
chr10	88110383	88110647	Peak_44614	141	gastrocnemius medialis
chr10	88152730	88153143	Peak_141603	41	gastrocnemius medialis
chr10	88210394	88210624	Peak_49175	123	gastrocnemius medialis
chr10	88227743	88227993	Peak_86587	60	gastrocnemius medialis
chr10	88243870	88244475	Peak_158275	40	gastrocnemius medialis
chr10	88243870	88244475	Peak_22294	381	gastrocnemius medialis
chr10	88246002	88246240	Peak_32078	228	gastrocnemius medialis
chr10	88253271	88253640	Peak_108977	51	gastrocnemius medialis
chr10	88256175	88256725	Peak_161298	38	gastrocnemius medialis
chr10	88256175	88256725	Peak_26323	303	gastrocnemius medialis
chr10	88289502	88289794	Peak_32125	227	gastrocnemius medialis
chr10	88379690	88379989	Peak_72114	72	gastrocnemius medialis
chr10	88385622	88386045	Peak_79040	65	gastrocnemius medialis
chr10	88415565	88416114	Peak_15897	574	gastrocnemius medialis
chr10	88457520	88458038	Peak_29983	252	gastrocnemius medialis
chr10	88465830	88466152	Peak_38529	175	gastrocnemius medialis
chr10	88474435	88475383	Peak_196246	34	gastrocnemius medialis
chr10	88474435	88475383	Peak_31142	238	gastrocnemius medialis
chr10	88474435	88475383	Peak_61321	89	gastrocnemius medialis
chr10	88474435	88475383	Peak_92107	59	gastrocnemius medialis
chr10	88477416	88478050	Peak_13726	678	gastrocnemius medialis
chr10	88477416	88478050	Peak_43848	144	gastrocnemius medialis
chr10	88478328	88478595	Peak_236085	27	gastrocnemius medialis
chr10	88541483	88541672	Peak_72115	72	gastrocnemius medialis
chr10	88553277	88553534	Peak_40895	160	gastrocnemius medialis
chr10	87817693	87819125	Peak_10375	1000	transverse colon
chr10	87817693	87819125	Peak_122718	69	transverse colon
chr10	87817693	87819125	Peak_39842	313	transverse colon
chr10	87817693	87819125	Peak_56766	201	transverse colon
chr10	87842193	87842661	Peak_7819	1000	transverse colon
chr10	87861611	87864139	Peak_105528	84	transverse colon
chr10	87861611	87864139	Peak_144136	56	transverse colon
chr10	87861611	87864139	Peak_15725	874	transverse colon
chr10	87861611	87864139	Peak_15861	867	transverse colon
chr10	87861611	87864139	Peak_30334	430	transverse colon
chr10	87861611	87864139	Peak_5716	1000	transverse colon
chr10	87861611	87864139	Peak_59170	190	transverse colon
chr10	87861611	87864139	Peak_93259	101	transverse colon
chr10	87861611	87864139	Peak_99675	91	transverse colon
chr10	88028706	88029000	Peak_92043	102	transverse colon
chr10	88042778	88043197	Peak_147840	53	transverse colon
chr10	88062460	88062702	Peak_115384	75	transverse colon
chr10	88064667	88065115	Peak_155318	52	transverse colon
chr10	88064667	88065115	Peak_250826	28	transverse colon
chr10	88091568	88092084	Peak_54868	210	transverse colon
chr10	88095292	88095644	Peak_85910	114	transverse colon
chr10	88107942	88108671	Peak_113159	76	transverse colon
chr10	88110409	88110607	Peak_124848	67	transverse colon
chr10	88115553	88115845	Peak_146409	54	transverse colon
chr10	88138438	88139059	Peak_22971	584	transverse colon
chr10	88147432	88147805	Peak_65166	168	transverse colon
chr10	88157920	88158176	Peak_44528	273	transverse colon
chr10	88158293	88158498	Peak_80503	124	transverse colon
chr10	88234222	88234737	Peak_22326	602	transverse colon
chr10	88236197	88236622	Peak_192949	41	transverse colon
chr10	88236197	88236622	Peak_62682	176	transverse colon
chr10	88243728	88244553	Peak_23066	581	transverse colon
chr10	88243728	88244553	Peak_28879	455	transverse colon
chr10	88271219	88271710	Peak_131409	63	transverse colon
chr10	88320182	88320435	Peak_119979	70	transverse colon
chr10	88372971	88373412	Peak_105992	83	transverse colon
chr10	88372971	88373412	Peak_60855	183	transverse colon
chr10	88379672	88379958	Peak_73314	142	transverse colon
chr10	88385299	88386455	Peak_11038	1000	transverse colon
chr10	88385299	88386455	Peak_21842	616	transverse colon
chr10	88385299	88386455	Peak_269391	26	transverse colon
chr10	88385299	88386455	Peak_83243	118	transverse colon
chr10	88387189	88387427	Peak_61228	182	transverse colon
chr10	88392287	88392553	Peak_119980	70	transverse colon
chr10	88553239	88553464	Peak_51404	228	transverse colon
chr10	87812461	87812672	Peak_184010	106	heart left ventricle
chr10	87817624	87818820	Peak_21224	1000	heart left ventricle
chr10	87817624	87818820	Peak_6466	1000	heart left ventricle
chr10	87817624	87818820	Peak_79110	448	heart left ventricle
chr10	87837612	87837938	Peak_283591	58	heart left ventricle
chr10	87850772	87851271	Peak_33856	1000	heart left ventricle
chr10	87861495	87862866	Peak_16099	1000	heart left ventricle
chr10	87861495	87862866	Peak_48414	880	heart left ventricle
chr10	87861495	87862866	Peak_5019	1000	heart left ventricle
chr10	87863057	87864017	Peak_12273	1000	heart left ventricle
chr10	87863057	87864017	Peak_14280	1000	heart left ventricle
chr10	87916596	87916900	Peak_145545	159	heart left ventricle
chr10	87921989	87922262	Peak_184011	106	heart left ventricle
chr10	87948641	87948889	Peak_111234	257	heart left ventricle
chr10	87961398	87961747	Peak_85126	399	heart left ventricle
chr10	88012369	88013058	Peak_67145	568	heart left ventricle
chr10	88027517	88027978	Peak_60586	654	heart left ventricle
chr10	88041613	88041797	Peak_157262	139	heart left ventricle
chr10	88042430	88043152	Peak_67112	568	heart left ventricle
chr10	88045618	88046189	Peak_153134	146	heart left ventricle
chr10	88059254	88059529	Peak_158359	137	heart left ventricle
chr10	88064566	88065237	Peak_76319	474	heart left ventricle
chr10	88066949	88067289	Peak_112266	253	heart left ventricle
chr10	88067802	88068028	Peak_161222	133	heart left ventricle
chr10	88071920	88072271	Peak_169888	121	heart left ventricle
chr10	88089568	88089868	Peak_67854	560	heart left ventricle
chr10	88091494	88092066	Peak_129617	196	heart left ventricle
chr10	88092829	88093299	Peak_251538	69	heart left ventricle
chr10	88092829	88093299	Peak_67051	569	heart left ventricle
chr10	88097134	88097861	Peak_200057	94	heart left ventricle
chr10	88106371	88106787	Peak_89527	369	heart left ventricle
chr10	88108158	88108636	Peak_101269	303	heart left ventricle
chr10	88110447	88110647	Peak_183778	106	heart left ventricle
chr10	88113284	88113825	Peak_113911	247	heart left ventricle
chr10	88114391	88114872	Peak_64526	601	heart left ventricle
chr10	88120710	88120870	Peak_195504	97	heart left ventricle
chr10	88131551	88132183	Peak_99386	311	heart left ventricle
chr10	88147445	88147789	Peak_106479	277	heart left ventricle
chr10	88152626	88153106	Peak_85127	399	heart left ventricle
chr10	88158320	88158492	Peak_195505	97	heart left ventricle
chr10	88186381	88186648	Peak_145546	159	heart left ventricle
chr10	88190810	88191147	Peak_283593	58	heart left ventricle
chr10	88193995	88194584	Peak_96693	325	heart left ventricle
chr10	88196344	88196627	Peak_128116	199	heart left ventricle
chr10	88226252	88226575	Peak_215703	83	heart left ventricle
chr10	88227288	88228007	Peak_148106	154	heart left ventricle
chr10	88227288	88228007	Peak_41960	1000	heart left ventricle
chr10	88232399	88233092	Peak_153476	145	heart left ventricle
chr10	88233968	88234166	Peak_193114	99	heart left ventricle
chr10	88243681	88244604	Peak_13741	1000	heart left ventricle
chr10	88243681	88244604	Peak_7448	1000	heart left ventricle
chr10	88245997	88246462	Peak_78064	458	heart left ventricle
chr10	88254126	88254385	Peak_79692	444	heart left ventricle
chr10	88255842	88256807	Peak_279578	60	heart left ventricle
chr10	88255842	88256807	Peak_46770	918	heart left ventricle
chr10	88270907	88272159	Peak_133574	187	heart left ventricle
chr10	88270907	88272159	Peak_41932	1000	heart left ventricle
chr10	88270907	88272159	Peak_93626	343	heart left ventricle
chr10	88289439	88289758	Peak_100704	304	heart left ventricle
chr10	88343806	88344238	Peak_135011	182	heart left ventricle
chr10	88346848	88347373	Peak_162042	131	heart left ventricle
chr10	88387062	88387619	Peak_32743	1000	heart left ventricle
chr10	88389567	88389761	Peak_171752	120	heart left ventricle
chr10	88415563	88416057	Peak_22230	1000	heart left ventricle
chr10	88428385	88428848	Peak_122067	218	heart left ventricle
chr10	88428385	88428848	Peak_169890	121	heart left ventricle
chr10	88433865	88434067	Peak_244918	70	heart left ventricle
chr10	88442664	88442922	Peak_174228	116	heart left ventricle
chr10	88459509	88459879	Peak_145547	159	heart left ventricle
chr10	88474682	88475393	Peak_195506	97	heart left ventricle
chr10	88474682	88475393	Peak_234553	74	heart left ventricle
chr10	88474682	88475393	Peak_283594	58	heart left ventricle
chr10	88477654	88477980	Peak_111235	257	heart left ventricle
chr10	88478303	88478712	Peak_128117	199	heart left ventricle
chr10	88536386	88536847	Peak_43225	1000	heart left ventricle
chr10	88538177	88538436	Peak_185858	106	heart left ventricle
chr10	88541443	88541743	Peak_145548	159	heart left ventricle
chr10	88553224	88553524	Peak_44282	981	heart left ventricle
chr10	88555136	88555514	Peak_122068	218	heart left ventricle
chr10	87817661	87819077	Peak_270301	135	adrenal gland
chr10	87817661	87819077	Peak_33970	1000	adrenal gland
chr10	87817661	87819077	Peak_3846	1000	adrenal gland
chr10	87817661	87819077	Peak_85310	1000	adrenal gland
chr10	87817661	87819077	Peak_87255	1000	adrenal gland
chr10	87837539	87838022	Peak_205801	299	adrenal gland
chr10	87837539	87838022	Peak_236467	202	adrenal gland
chr10	87841177	87841937	Peak_51645	1000	adrenal gland
chr10	87843165	87843403	Peak_183975	403	adrenal gland
chr10	87850774	87851280	Peak_24435	1000	adrenal gland
chr10	87861578	87863044	Peak_41287	1000	adrenal gland
chr10	87861578	87863044	Peak_5601	1000	adrenal gland
chr10	87861578	87863044	Peak_60349	1000	adrenal gland
chr10	87861578	87863044	Peak_92029	1000	adrenal gland
chr10	87863160	87864116	Peak_11204	1000	adrenal gland
chr10	87863160	87864116	Peak_204106	305	adrenal gland
chr10	87870764	87871250	Peak_235993	204	adrenal gland
chr10	87887635	87888144	Peak_232683	211	adrenal gland
chr10	87893281	87893673	Peak_251762	166	adrenal gland
chr10	87906766	87907144	Peak_232684	211	adrenal gland
chr10	87916092	87916357	Peak_161427	553	adrenal gland
chr10	87916592	87917016	Peak_151900	634	adrenal gland
chr10	87918616	87918799	Peak_251547	166	adrenal gland
chr10	87921974	87922624	Peak_268818	135	adrenal gland
chr10	87921974	87922624	Peak_284771	111	adrenal gland
chr10	87927176	87927420	Peak_197815	334	adrenal gland
chr10	87929128	87929374	Peak_246615	177	adrenal gland
chr10	87931035	87931496	Peak_210607	281	adrenal gland
chr10	87931035	87931496	Peak_264484	144	adrenal gland
chr10	87935485	87936500	Peak_154535	611	adrenal gland
chr10	87935485	87936500	Peak_69529	1000	adrenal gland
chr10	87939117	87939678	Peak_259585	151	adrenal gland
chr10	87939117	87939678	Peak_298170	95	adrenal gland
chr10	87948590	87948962	Peak_71512	1000	adrenal gland
chr10	87961220	87961856	Peak_83214	1000	adrenal gland
chr10	87972205	87972906	Peak_271623	130	adrenal gland
chr10	87972205	87972906	Peak_280705	117	adrenal gland
chr10	87972205	87972906	Peak_294952	98	adrenal gland
chr10	88004538	88004862	Peak_188259	379	adrenal gland
chr10	88006293	88006644	Peak_76608	1000	adrenal gland
chr10	88024927	88025205	Peak_277782	121	adrenal gland
chr10	88027485	88027980	Peak_37264	1000	adrenal gland
chr10	88032695	88033003	Peak_259942	150	adrenal gland
chr10	88042178	88043220	Peak_132031	856	adrenal gland
chr10	88042178	88043220	Peak_185250	396	adrenal gland
chr10	88045590	88046235	Peak_121356	1000	adrenal gland
chr10	88045590	88046235	Peak_192024	361	adrenal gland
chr10	88057790	88058063	Peak_212821	272	adrenal gland
chr10	88059222	88059596	Peak_103505	1000	adrenal gland
chr10	88064566	88065282	Peak_85948	1000	adrenal gland
chr10	88066934	88067314	Peak_131481	862	adrenal gland
chr10	88067821	88068061	Peak_172749	471	adrenal gland
chr10	88071892	88072277	Peak_179986	426	adrenal gland
chr10	88082846	88083247	Peak_251763	166	adrenal gland
chr10	88090628	88090822	Peak_251764	166	adrenal gland
chr10	88091562	88092009	Peak_148554	667	adrenal gland
chr10	88093060	88093473	Peak_237154	199	adrenal gland
chr10	88097117	88097949	Peak_142970	727	adrenal gland
chr10	88097117	88097949	Peak_284772	111	adrenal gland
chr10	88106374	88106823	Peak_128673	900	adrenal gland
chr10	88108184	88108709	Peak_113119	1000	adrenal gland
chr10	88110393	88110647	Peak_159168	572	adrenal gland
chr10	88114287	88114806	Peak_42797	1000	adrenal gland
chr10	88118285	88118532	Peak_150744	647	adrenal gland
chr10	88131219	88132252	Peak_121248	1000	adrenal gland
chr10	88131219	88132252	Peak_158966	575	adrenal gland
chr10	88131219	88132252	Peak_70461	1000	adrenal gland
chr10	88147081	88147845	Peak_161039	557	adrenal gland
chr10	88147081	88147845	Peak_88283	1000	adrenal gland
chr10	88149902	88150218	Peak_205598	300	adrenal gland
chr10	88150433	88150725	Peak_70972	1000	adrenal gland
chr10	88152632	88153142	Peak_50792	1000	adrenal gland
chr10	88157788	88158537	Peak_100676	1000	adrenal gland
chr10	88157788	88158537	Peak_46216	1000	adrenal gland
chr10	88165798	88166285	Peak_103506	1000	adrenal gland
chr10	88185906	88186663	Peak_241734	188	adrenal gland
chr10	88185906	88186663	Peak_90572	1000	adrenal gland
chr10	88187472	88187793	Peak_195266	345	adrenal gland
chr10	88194058	88194631	Peak_123608	975	adrenal gland
chr10	88194058	88194631	Peak_199545	325	adrenal gland
chr10	88195009	88195515	Peak_149192	661	adrenal gland
chr10	88196359	88196656	Peak_134474	824	adrenal gland
chr10	88200813	88201192	Peak_135281	814	adrenal gland
chr10	88209990	88210740	Peak_112858	1000	adrenal gland
chr10	88218383	88218735	Peak_73052	1000	adrenal gland
chr10	88222961	88223183	Peak_212183	275	adrenal gland
chr10	88226047	88226611	Peak_120607	1000	adrenal gland
chr10	88227273	88227917	Peak_104324	1000	adrenal gland
chr10	88232109	88232864	Peak_99045	1000	adrenal gland
chr10	88233956	88234275	Peak_224212	235	adrenal gland
chr10	88236159	88236411	Peak_216473	259	adrenal gland
chr10	88243267	88244604	Peak_15636	1000	adrenal gland
chr10	88243267	88244604	Peak_23808	1000	adrenal gland
chr10	88243267	88244604	Peak_99312	1000	adrenal gland
chr10	88253687	88253906	Peak_219261	253	adrenal gland
chr10	88254107	88254492	Peak_30173	1000	adrenal gland
chr10	88256213	88256723	Peak_150558	650	adrenal gland
chr10	88270851	88271713	Peak_107195	1000	adrenal gland
chr10	88270851	88271713	Peak_141934	739	adrenal gland
chr10	88271811	88272226	Peak_75727	1000	adrenal gland
chr10	88281935	88282211	Peak_204361	304	adrenal gland
chr10	88282465	88282991	Peak_171993	475	adrenal gland
chr10	88282465	88282991	Peak_265795	140	adrenal gland
chr10	88289502	88289744	Peak_160440	561	adrenal gland
chr10	88332975	88333167	Peak_249127	171	adrenal gland
chr10	88343695	88344561	Peak_143249	726	adrenal gland
chr10	88343695	88344561	Peak_97438	1000	adrenal gland
chr10	88346244	88347165	Peak_134189	830	adrenal gland
chr10	88379690	88379937	Peak_249128	171	adrenal gland
chr10	88386864	88387624	Peak_12592	1000	adrenal gland
chr10	88389533	88389756	Peak_171788	477	adrenal gland
chr10	88401798	88402302	Peak_128902	895	adrenal gland
chr10	88401798	88402302	Peak_275023	125	adrenal gland
chr10	88411783	88411993	Peak_201181	318	adrenal gland
chr10	88417459	88417797	Peak_144488	710	adrenal gland
chr10	88428385	88428932	Peak_118157	1000	adrenal gland
chr10	88433850	88434077	Peak_214594	266	adrenal gland
chr10	88442691	88443092	Peak_154747	609	adrenal gland
chr10	88459586	88459986	Peak_155674	601	adrenal gland
chr10	88471783	88472195	Peak_195267	345	adrenal gland
chr10	88475199	88475478	Peak_230491	217	adrenal gland
chr10	88499949	88500554	Peak_49332	1000	adrenal gland
chr10	88522780	88523044	Peak_199727	324	adrenal gland
chr10	88525746	88526255	Peak_102648	1000	adrenal gland
chr10	88537955	88538515	Peak_152473	630	adrenal gland
chr10	88541247	88541758	Peak_85860	1000	adrenal gland
chr10	88542241	88542858	Peak_170781	483	adrenal gland
chr10	88553132	88553658	Peak_22482	1000	adrenal gland
chr10	88557725	88558153	Peak_84588	1000	adrenal gland
chr10	87817585	87818877	Peak_15520	1000	heart left ventricle
chr10	87817585	87818877	Peak_5207	1000	heart left ventricle
chr10	87817585	87818877	Peak_74845	193	heart left ventricle
chr10	87817585	87818877	Peak_79305	178	heart left ventricle
chr10	87817585	87818877	Peak_94780	135	heart left ventricle
chr10	87846003	87846395	Peak_94091	137	heart left ventricle
